Comment,Emotion,processed_comment,labeled_taget
i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,anger,feel getting agitate insignificant feel bored m go remember quote,0
i feel bitchy i guess,anger,feel bitchy guess,0
i much regret that i allowed johann to accompany me from khartoum i feel convinced he can never rally from his present descara,joy,regret allow johann accompany khartoum feel convinced rally present descara,2
i feel have been convinced by many factors in our culture of a kind of cooking mystique,joy,feel convince factor culture kind cooking mystique,2
im feeling very angry kind of sad tired and bored today,anger,m feel angry kind sad tired bored today,0
im feeling a much more festive with the tree in,joy,m feel festive tree,2
i feel like as a creative professional you need to have that unpressed creative outlet to get re inspired,joy,feel like creative professional need unpressed creative outlet inspire,2
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,fear,feel distressed m supportive campaign senator jackson tell cnn,1
i feel like i am being obnoxious by posting every three seconds,anger,feel like obnoxious post second,0
a girl entered in the division where i work and greeted everybody but not me,anger,girl enter division work greet everybody,0
i started to feel apprehensive about it,fear,start feel apprehensive,1
i should not feel afraid we can stop shoulding all over ourselves,fear,feel afraid stop shoulde,1
im feeling bitter towards them god,anger,m feel bitter god,0
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,anger,m teenager people feel need sarcastic bitchy comment kindly fuck,0
i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me,anger,hate see red window feel inside resonate cold uncaring world know exist make aware pain inside,0
i can understand feeling uncertain about the abc link,fear,understand feel uncertain abc link,1
i came to china feeling a little frightened of everything around me,fear,come china feel little frightened,1
i tired of hearing of these unique communications special feelings and how sincere you are,joy,tire hearing unique communication special feeling sincere,2
i get the feeling that nellie is satisfied that the phone rang happy that leslie is out of the room now,joy,feeling nellie satisfied phone rang happy leslie room,2
i do feel weird why seldom people eat at there,fear,feel weird seldom people eat,1
i am not feeling fearful,fear,feel fearful,1
i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me,fear,slow bit stay partly feel like start win partly afraid push kill try stay,1
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,anger,feel bitchy today today realize not count friend anymore,0
i feel that the very foundations of my faith have been shaken to the core,fear,feel foundation faith shake core,1
i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,anger,feel ending bit rush wonder miss certain sign small thing story happen addictive not notice time pass,0
i did not feel like i was on the edge and it got to a point where i wasn t bothered about who wins and to hell with it whether this fight will even end,anger,feel like edge get point wasn t bother win hell fight end,0
